year;name;boxOfficeId;won;twitter_mentions
2008;The Reader;reader;1;14787
2008;Doubt;doubt;0;49078
2008;Vicky Cristina Barcelona;vickycristinabarcelona;1;59
2008;Doubt;doubt;0;49078
2008;The Curious Case of Benjamin Button;curiouscaseofbenjaminbutton;0;616
2008;The Wrestler;wrestler;0;3952
2008;Changeling;changeling08;0;189
2008;The Curious Case of Benjamin Button;curiouscaseofbenjaminbutton;1;616
2008;The Dark Knight;darkknight;0;4823
2008;The Duchess;duchess;0;3128
2008;Revolutionary Road;revolutionaryroad;0;126
2008;Changeling;changeling08;0;189
2008;The Curious Case of Benjamin Button;curiouscaseofbenjaminbutton;0;616
2008;The Dark Knight;darkknight;0;4823
2008;The Reader;reader;0;14787
2008;Slumdog Millionaire;slumdogmillionaire;1;1300
2008;Australia;australia;0;75366
2008;The Curious Case of Benjamin Button;curiouscaseofbenjaminbutton;0;616
2008;The Duchess;duchess;1;3128
2008;Milk;milk;0;540176
2008;Revolutionary Road;revolutionaryroad;0;126
2008;The Curious Case of Benjamin Button;curiouscaseofbenjaminbutton;0;616
2008;Frost/Nixon;frostnixon;0;28
2008;Milk;milk;0;540176
2008;The Reader;reader;0;14787
